gender,uti_ratio,limit,mortgage_payment,n_overdue,n_cards,overdue
M,1.01,3000,496,2,6,0
M,0.51,3000,0,0,1,0
M,1.01,3000,1396,7,2,1
M,0.63,3000,0,2,0,0
M,0.7,3000,0,0,0,0
M,0,3000,0,1,0,1
M,0.2,3000,968,0,1,0
M,0.51,3000,0,1,1,1
M,0.3,3000,0,0,0,0
M,0,3000,1315,0,1,0
M,0.99,3000,0,2,2,0
M,0.38,3000,0,0,0,0
M,0.72,3000,0,0,1,0
M,0,3000,0,0,0,0
M,0.88,3000,0,0,2,0
M,0.5,3000,0,2,0,0
M,1.04,3000,0,2,0,0
M,0,3000,0,1,0,0
M,0.91,3000,1151,4,0,0
M,0,3000,0,0,0,0
M,0.35,3000,0,0,3,0
M,1.01,3000,0,2,0,1
M,0.02,3000,0,5,3,0
M,0.99,3000,958,0,2,0
M,0.12,3000,0,0,1,0
M,0.81,3000,0,1,0,0
M,0.93,3000,1098,4,5,0
M,1.04,3000,0,4,0,0
M,0,3000,0,0,0,1
M,0.79,3000,0,3,0,0
M,1.01,3000,0,4,1,0
M,1.06,3000,9273,3,4,1
M,0.08,3000,0,0,2,0
M,0.4,3000,0,0,0,0
M,1,3000,0,0,0,1
M,0.59,3000,0,0,0,0
M,0.83,3000,0,2,1,0
M,1.07,3000,0,4,1,0
M,0.04,3000,1659,2,2,0
M,0,3000,1163,0,0,0
M,0.59,3000,0,2,0,1
M,0,3000,0,0,0,0
M,0.46,3000,1726,0,1,0
M,0.03,3000,908,0,4,0
M,1.01,3000,0,2,0,0
M,0.19,3000,0,0,0,0
M,1.01,3000,0,9,0,1
M,0,3000,0,1,0,0
M,0.5,3000,2422,6,2,0
M,0.51,3000,0,0,1,0
M,0.74,3000,0,0,0,0
M,0.54,3000,0,1,0,0
M,0.91,3000,0,3,0,1
M,0.34,3000,1140,0,4,0
M,0.41,3000,0,0,2,0
M,0.17,3000,0,5,1,0
M,0.07,3000,1189,1,14,1
M,0,3000,0,1,1,0
M,0,3000,0,0,0,0
M,1.01,3000,0,2,1,0
M,0.95,3000,0,4,3,0
M,0.69,3000,0,0,1,0
M,0.11,3000,0,0,0,0
M,0.16,3000,1748,15,1,0
M,1,3000,0,2,0,0
M,0.27,3000,0,0,0,0
M,0.13,3000,0,1,2,0
M,0.05,3000,0,0,3,0
M,0.2,3000,0,1,1,0
M,1,3000,0,3,3,1
M,0.86,3000,467,5,0,0
M,0,3000,0,0,0,0
M,0.93,3000,0,0,4,0
M,0,3000,0,0,1,0
M,0.03,3000,0,0,0,0
M,0.07,3000,0,8,0,1
M,1,3000,0,0,2,0
M,0.69,3000,0,0,0,0
M,0,3000,0,0,2,0
M,0.51,3000,0,0,5,1
M,1,3000,0,1,10,0
M,0.99,3000,0,1,1,0
M,0.05,3000,0,0,3,0
M,0.01,3000,0,1,1,0
M,1.02,3000,840,0,9,1
M,1,3000,0,2,9,1
M,1.01,3000,0,2,0,0
M,1,3000,0,1,2,0
M,0.8,3000,1730,6,2,0
M,0.97,3000,0,3,3,0
M,0.65,3000,0,0,3,0
M,0.31,3000,0,0,0,0
M,1.02,3000,0,3,1,0
M,1.03,3000,0,3,0,1
M,1.04,3000,0,7,3,1
M,0,3000,0,0,0,0
M,0.03,3000,0,0,2,1
M,0.83,3000,0,5,0,0
M,0.42,3000,1085,2,3,0
M,0.34,3000,0,0,4,0
M,0.9,3000,0,0,0,0
M,0.65,3000,0,2,2,1
M,1.2,3000,0,0,7,0
M,0.69,3000,0,1,1,1
M,0,3000,0,2,0,0
M,0.44,3000,3106,0,1,0
M,0.02,3000,0,2,1,0
M,0.03,3000,1810,0,1,0
M,1.01,3000,0,3,2,0
M,0.97,3000,0,2,0,0
M,1.01,3000,407,3,2,1
M,0.39,3000,0,5,0,1
M,0.01,3000,0,0,0,0
M,0.92,3000,0,3,3,1
M,0.88,3000,0,3,0,0
M,0.32,3000,0,2,1,0
M,0.35,3000,0,1,1,0
M,1.03,3000,0,3,1,0
M,0,3000,0,2,1,0
M,0,3000,1280,0,5,0
M,1,3000,0,0,2,0
M,0.99,3000,1843,0,8,1
M,0.25,3000,0,0,3,1
M,0,3000,0,0,0,0
M,0.07,3000,0,3,2,0
M,0.31,3000,0,0,5,0
M,1.01,3000,0,6,0,0
M,1.01,3000,0,0,7,0
M,0.27,3000,0,6,0,0
M,0.91,3000,0,3,1,0
M,0.18,3000,0,1,4,0
M,1.01,3000,0,4,4,0
M,1,3000,3293,12,5,0
M,0.99,3000,980,0,3,0
M,0.13,3000,749,1,3,1
M,1.01,3000,1383,8,8,0
M,0,3000,0,0,4,0
M,0.18,3000,0,1,1,0
M,0.12,3000,0,1,1,0
M,0.38,3000,0,7,3,0
M,0.61,3000,0,2,3,0
M,0.92,3000,0,1,1,0
M,0.88,3000,0,3,1,0
M,0.45,3000,0,0,0,0
M,0.75,3000,0,2,2,0
M,0.01,3000,0,1,1,0
M,0,3000,0,0,1,0
M,0.27,3000,0,0,0,0
M,0,3000,0,0,0,0
M,0.36,3000,2264,0,2,0
M,0.4,3000,0,5,0,1
M,1.12,3000,0,2,0,0
M,0.07,3000,2686,2,5,0
M,0.99,3000,0,0,0,0
M,0.94,3000,0,7,4,0
M,0,3000,0,0,3,0
M,0.99,3000,0,4,0,0
M,0,3000,0,0,1,0
M,0,3000,0,0,0,0
M,0.9,3000,0,2,1,0
M,0.47,3000,0,1,5,1
M,1.02,3000,0,8,2,0
M,0.78,3000,0,0,1,0
M,0.17,3000,0,0,1,0
M,1.02,3000,0,2,1,0
M,0.82,3000,0,2,3,0
M,0.53,3000,0,0,1,0
M,0.89,3000,0,1,0,0
M,1.04,3000,0,4,0,1
M,1.01,3000,0,2,0,0
M,0,3000,0,0,0,0
M,0.2,3000,0,0,0,0
M,0.73,3000,0,2,8,0
M,1.04,3000,0,9,4,1
M,0.03,3000,0,0,0,0
M,0.04,3000,0,0,2,1
M,0.13,3000,0,4,2,1
M,0,3000,0,1,1,0
M,1.01,3000,0,2,1,0
M,0.42,3000,0,4,1,0
M,0,3000,0,0,1,0
M,0.69,3000,0,6,4,0
M,0.66,3000,0,3,0,0
M,0.08,3000,0,0,0,0
M,0.24,3000,0,12,4,1
M,0.95,3000,0,3,0,0
M,0,3000,0,0,1,0
M,0.42,3000,0,2,0,0
M,0.06,3000,0,0,4,0
M,1.52,3000,0,1,8,1
M,0.35,3000,0,2,0,0
M,0,3000,0,0,2,0
M,0.99,3000,0,5,3,1
M,0.79,3000,0,1,1,1
M,0,3000,0,0,0,0
M,0,3000,0,1,0,1
M,0,3000,0,0,0,0
M,0.42,3000,0,2,6,0
M,0.36,3000,0,4,13,0
M,0.62,3000,0,0,0,0
M,0.73,3000,0,0,0,0
M,0.42,3000,0,1,1,0
M,0.09,3000,0,1,2,0
M,1.04,3000,0,3,1,0
M,0.78,3000,0,0,5,0
M,0.73,3000,0,2,2,0
M,0.97,3000,0,1,7,1
M,0.83,3000,918,0,5,0
M,0,3000,0,0,3,0
M,0.8,3000,0,1,0,0
M,0.91,3000,0,0,1,0
M,0,3000,0,0,1,0
M,0,3000,0,0,0,0
M,1,3000,0,7,0,1
M,0.51,3000,0,1,0,1
M,1.02,3000,0,4,1,0
M,0.15,3000,0,1,4,0
M,0,3000,0,2,0,0
M,0.11,3000,0,1,1,0
M,0.87,3000,0,1,1,0
M,0,3000,0,0,0,0
M,1,3000,1595,1,10,0
M,0.97,3000,0,1,1,0
M,0.41,3000,0,0,1,0
M,0,3000,0,0,3,1
M,1.01,3000,0,0,0,0
M,1.01,3000,0,3,1,0
M,0,3000,0,0,0,0
M,1,3000,1535,0,4,0
M,0.65,3000,0,3,1,0
M,0.88,3000,0,0,3,0
M,0,3000,0,1,3,1
M,0.85,3000,0,2,3,0
M,1.01,3000,0,3,0,0
M,0.98,3000,0,2,1,0
M,0.22,3000,0,0,0,0
M,0.14,3000,0,0,1,0
M,0.62,3000,0,2,1,1
M,1.01,3000,0,1,14,0
M,0.89,3000,0,5,1,1
M,0.43,3000,0,0,1,0
M,0,3000,0,0,0,1
M,1,3000,0,1,16,1
M,0.07,3000,0,0,0,0
M,0.11,3000,0,1,1,1
M,0.66,3000,0,2,1,1
M,0,3000,0,0,3,0
M,0.99,3000,868,1,7,0
M,1.01,3000,0,2,0,0
M,0.79,3000,0,5,3,1
M,1.03,3000,0,3,0,0
M,0.97,3000,0,2,1,0
M,1.01,3000,0,4,4,0
M,0,3000,0,0,2,0
M,0.36,3000,0,0,1,0
M,0.03,3000,0,0,0,0
M,0.26,3000,0,0,1,0
M,0,3000,0,0,0,0
M,0.01,3000,0,0,2,0
M,0,3000,0,0,0,0
M,0.28,3000,0,0,0,0
M,0.49,3000,0,1,1,0
M,0,3000,0,1,0,1
M,0.01,3000,0,0,2,0
M,1,3000,2360,0,11,0
M,0,3000,0,0,1,0
M,0,3000,0,4,0,0
M,0.77,3000,0,1,9,0
M,0.8,3000,0,0,0,0
M,0.9,3000,0,7,0,1
M,0.86,3000,0,0,1,0
M,0.59,3000,0,0,1,0
M,0.38,3000,0,1,0,0
M,0.09,3000,0,0,1,0
M,1,3000,958,0,3,0
M,0.02,3000,0,0,1,0
M,0.88,3000,0,4,2,0
M,0.8,3000,0,1,1,0
M,1.14,3141,0,1,5,1
M,0.5,3200,1976,1,1,0
M,1,3200,0,1,2,0
M,1.03,3200,0,0,8,0
M,1.13,3300,2974,0,11,1
M,1.01,3500,0,1,4,0
M,1.03,3500,0,14,14,1
M,0.83,3500,0,0,0,0
M,1.61,3500,0,2,10,1
M,0.92,3500,0,0,6,0
M,1.02,3500,0,6,10,1
M,1.01,3500,0,2,9,1
M,0.94,3500,0,12,7,1
M,0.95,3500,0,0,8,0
M,1.01,3500,0,6,6,1
M,1,3500,0,0,3,0
M,0.75,3500,0,0,0,0
M,0.49,3500,1351,0,6,0
M,0.42,3500,0,4,1,0
M,1,3500,0,0,7,0
M,2.13,3600,0,0,18,1
M,1.09,3600,0,4,14,1
M,0.01,3600,0,0,0,0
M,1.01,3600,0,0,1,0
M,0.86,3600,0,1,2,0
M,0.27,3800,0,2,2,0
M,0.58,3800,0,1,14,0
M,1.01,3800,0,2,8,0
M,1.06,3900,4576,0,16,1
M,1.11,3900,2896,0,11,1
M,0.99,4000,0,1,5,0
M,0.18,4000,2150,5,1,1
M,1.01,4000,0,3,6,0
M,0,4000,0,0,0,0
M,0.03,4000,0,0,15,0
M,0.14,4000,0,2,1,0
M,1.02,4000,0,2,0,0
M,1.02,4000,0,1,6,0
M,0.85,4000,0,2,7,0
M,0,4000,0,1,3,1
M,0.98,4000,0,3,1,1
M,0.99,4000,0,14,0,0
M,0.92,4000,2061,12,0,0
M,0.14,4000,0,0,0,0
M,0.58,4000,0,0,0,1
M,0.99,4000,0,2,13,1
M,0.47,4000,1851,5,8,1
M,1.01,4000,0,2,0,0
M,0,4000,0,0,0,0
M,0.02,4000,0,0,0,0
M,0.5,4000,0,0,6,0
M,0.82,4000,0,6,6,0
M,1.04,4000,2237,0,2,0
M,0.65,4000,0,0,0,0
M,0.82,4000,0,2,1,0
M,1,4000,0,0,5,1
M,0.09,4000,0,0,0,0
M,0.96,4000,0,1,13,0
M,0.47,4000,0,3,0,1
M,0.65,4000,0,1,0,0
M,1.73,4000,0,0,15,1
M,0.27,4000,2519,3,12,1
M,0.94,4000,0,0,0,0
M,1,4000,0,0,5,1
M,0.22,4000,1709,1,2,0
M,0.01,4000,0,0,1,0
M,1.6,4000,0,0,13,1
M,0.02,4000,0,0,8,0
M,0,4000,0,0,0,0
M,0.71,4000,0,3,0,0
M,0.4,4000,0,1,3,1
M,1.05,4000,0,4,0,0
M,0.43,4000,2317,1,6,0
M,0.81,4000,0,0,16,1
M,0.32,4000,0,6,3,0
M,1,4000,0,0,5,1
M,0.16,4000,0,1,1,0
M,0.09,4000,0,1,0,0
M,0.01,4000,0,0,4,0
M,1,4000,0,8,2,1
M,1,4000,0,3,5,0
M,0.97,4000,0,8,0,1
M,1.49,4000,0,0,10,0
M,0.37,4000,0,2,6,0
M,0.87,4000,0,0,1,0
M,0.41,4000,0,0,1,1
M,1.02,4000,2586,3,7,0
M,0.7,4000,3975,3,3,0
M,0.99,4000,0,0,3,0
M,0.93,4000,0,0,6,0
M,0.11,4000,1570,1,2,0
M,0.95,4000,0,4,0,0
M,0.08,4000,0,0,0,0
M,0.3,4000,0,0,0,0
M,0.04,4000,0,0,0,0
M,0.32,4000,0,3,2,0
M,0.98,4000,0,0,12,1
M,1.15,4000,905,0,3,0
M,0.13,4000,0,0,0,0
M,0,4000,0,4,0,0
M,0.17,4000,4713,0,2,0
M,1.01,4000,0,2,2,0
M,0.15,4000,0,0,0,0
M,2.13,4000,0,0,4,0
M,0,4000,0,0,0,0
M,0.77,4000,1991,0,5,0
M,0.49,4000,0,8,0,0
M,1,4000,0,0,4,1
M,0.28,4000,0,3,2,0
M,0.96,4000,0,3,0,1
M,0,4000,0,0,0,1
M,0.66,4000,0,1,0,0
M,0,4000,0,0,0,0
M,0.62,4000,0,6,0,0
M,1,4000,0,1,14,1
M,0.99,4000,0,0,1,0
M,0,4000,0,0,0,0
M,0.37,4000,0,0,3,0
M,1,4000,1807,5,0,0
M,1.06,4000,0,1,8,0
M,0.91,4000,0,0,6,1
M,0.57,4000,0,4,0,0
M,0,4000,0,0,1,0
M,0.37,4000,0,0,0,0
M,0,4000,0,1,2,0
M,0.93,4000,0,0,1,0
M,1.02,4000,0,4,1,0
M,1.52,4000,0,1,7,1
M,1.03,4000,0,2,14,0
M,1.09,4000,0,0,13,0
M,0.98,4000,2916,0,26,1
M,0.55,4000,0,2,0,0
M,0.04,4000,0,0,0,0
M,0.93,4000,0,1,10,0
M,0.99,4000,0,1,3,0
M,0.01,4000,0,0,0,0
M,0.07,4000,0,2,0,0
M,0.5,4000,0,2,0,0
M,0.82,4000,0,0,2,1
M,1,4000,0,0,10,0
M,0.85,4000,0,3,0,1
M,0.05,4000,0,1,0,0
M,0.95,4000,0,3,0,0
M,1.46,4000,0,0,17,0
M,0.21,4000,0,0,0,0
M,0,4000,0,2,0,0
M,0.07,4000,0,0,0,0
M,0.18,4000,0,2,2,1
M,0.91,4000,0,6,0,0
M,1.31,4000,0,0,7,0
M,0,4000,0,0,5,0
M,0.77,4000,0,1,3,0
M,0.69,4000,0,0,3,0
M,0.93,4000,0,0,0,0
M,0,4000,0,0,0,0
M,0.38,4000,0,0,0,0
M,0,4000,0,0,0,0
M,0.96,4000,0,2,0,0
M,0.54,4000,0,0,1,0
M,0.92,4000,0,4,1,0
M,0.78,4000,0,2,0,0
M,1.01,4000,0,0,2,0
M,0.52,4000,1478,0,11,0
M,1.18,4000,3440,1,9,0
M,1.01,4000,0,3,0,0
M,1.01,4000,1229,0,10,1
M,0.67,4000,0,14,4,1
M,0.99,4000,0,0,4,0
M,0.46,4000,0,4,4,1
M,0.21,4000,0,1,2,0
M,0.99,4000,0,0,14,0
M,1.02,4000,0,0,5,1
M,0.99,4000,0,7,1,1
M,1.01,4000,0,6,0,0
M,1.2,4000,0,0,8,0
M,0.67,4000,0,7,10,0
M,0,4000,0,0,4,0
M,0.59,4000,0,1,7,0
M,0,4000,2642,0,1,0
M,1.02,4000,0,6,0,0
M,0,4000,3795,0,0,0
M,1.02,4000,0,2,0,0
M,1,4000,3078,2,6,0
M,0.75,4000,0,0,0,0
M,1.01,4000,0,4,1,0
M,0.06,4000,0,1,0,0
M,0,4000,0,0,0,0
M,1.02,4000,0,1,8,0
M,1.46,4000,0,0,7,0
M,0.87,4000,0,0,2,0
M,0.26,4000,0,2,0,0
M,1,4000,0,4,0,0
M,0.99,4000,0,0,6,0
M,1,4000,0,0,6,0
M,1,4000,0,0,13,0
M,0.43,4000,0,0,0,0
M,0.31,4000,0,0,0,0
M,0.33,4000,751,0,4,0
M,1.01,4000,0,8,0,0
M,2,4000,0,5,3,1
M,1.02,4000,0,2,0,0
M,0.49,4000,0,0,0,0
M,0,4000,0,0,0,0
M,0,4000,0,2,0,0
M,0.89,4000,0,0,2,0
M,1.02,4000,0,1,18,1
M,0.8,4000,0,0,4,0
M,0.25,4000,0,0,1,0
M,0,4000,0,0,1,1
M,0.16,4000,0,0,3,0
M,1.01,4000,0,1,3,0
M,0.01,4000,0,1,3,1
M,1,4000,0,15,1,1
M,0.99,4000,996,5,4,0
M,0.59,4000,0,4,0,0
M,0.58,4000,0,0,4,0
M,1,4000,0,8,0,0
M,0.86,4000,448,1,0,0
M,0.96,4000,608,5,4,0
M,0.73,4000,0,0,1,0
M,1.05,4000,0,0,4,0
M,0,4000,0,7,1,0
M,0.99,4000,0,0,2,0
M,0.21,4000,0,1,1,0
M,0.1,4000,0,0,1,0
M,0.47,4000,0,5,0,0
M,0.08,4000,0,0,3,0
M,1,4000,0,0,1,0
M,0.11,4000,0,0,5,0
M,0.55,4000,0,3,6,0
M,0.67,4000,0,5,1,0
M,0.73,4000,520,4,1,0
M,0.09,4000,0,0,0,0
M,0.97,4000,0,6,1,0
M,0.03,4000,0,2,0,0
M,0.95,4000,0,1,6,0
M,0,4000,0,3,2,0
M,0.72,4000,0,6,2,0
M,0.64,4000,0,2,0,0
M,1.04,4000,0,0,0,0
M,0.3,4000,0,1,2,0
M,0.03,4000,0,0,4,0
M,0.81,4000,0,4,0,1
M,1.01,4400,0,0,11,1
M,0.96,4400,0,0,5,0
M,0.99,4400,0,0,15,0
M,0.11,4500,0,0,9,0
M,0.98,4500,0,0,4,0
M,0,4500,0,1,2,0
M,1,4500,0,8,7,0
M,0.99,4500,0,0,12,0
M,0.47,4500,0,0,3,0
M,0,4500,0,0,2,1
M,1.08,4500,0,0,3,0
M,0.03,4500,1125,0,6,0
M,0,4500,0,1,0,0
M,0.08,4500,0,0,4,0
M,0.05,4500,0,0,3,0
M,0,4500,700,1,0,0
M,1,4500,0,3,6,0
M,1,4500,836,1,5,0
M,1.01,4500,0,0,8,0
M,1,4500,0,1,3,1
M,1.02,4500,0,9,3,0
M,0.71,4500,0,6,8,1
M,0.4,4500,850,5,6,1
M,0.9,4500,0,8,0,0
M,1.01,4500,0,5,2,0
M,0.89,4700,0,4,0,0
M,0.66,4700,916,3,2,0
M,0,4800,0,0,0,0
M,0.51,4900,0,1,1,0
M,1.02,4932,0,5,0,1
M,0.37,4999,0,0,8,0
M,0.34,4999,5091,0,4,0
M,0.92,4999,1937,0,2,0
M,0.82,4999,0,0,4,0
M,0.47,4999,5181,0,1,0
M,0.07,4999,0,1,1,0
M,0,5000,0,0,5,0
M,0.04,5000,1922,0,1,0
M,0.7,5000,0,3,4,1
M,0.96,5000,0,2,1,0
M,0.04,5000,0,0,0,1
M,1.02,5000,0,6,0,1
M,0,5000,0,0,0,0
M,0.17,5000,0,6,0,1
M,0.6,5000,0,0,0,0
M,0.48,5000,0,1,1,0
M,0.61,5000,0,3,10,0
M,0.45,5000,0,0,0,0
M,0,5000,0,0,0,0
M,0.41,5000,0,0,1,1
M,1,5000,2916,0,3,1
M,0.65,5000,0,0,6,0
M,1.34,5000,0,0,20,0
M,1.02,5000,0,7,1,1
M,0.04,5000,0,0,1,0
M,0,5000,0,0,0,0
M,0,5000,0,0,0,0
M,0.99,5000,0,0,2,0
M,1,5000,3902,0,8,0
M,1.39,5000,0,0,18,1
M,0.08,5000,0,1,0,0
M,0.29,5000,0,0,1,0
M,0.19,5000,0,3,3,0
M,1.02,5000,0,4,3,0
M,0.43,5000,0,3,8,1
M,1,5000,0,0,1,0
M,0.12,5000,0,0,4,0
M,1.03,5000,2170,6,1,0
M,0,5000,0,0,6,1
M,0.16,5000,0,0,4,1
M,0.89,5000,0,0,7,0
M,0.01,5000,0,0,1,0
M,1.01,5000,0,1,1,0
M,0.34,5000,0,0,2,0
M,0.03,5000,0,0,3,0
M,1.19,5000,1536,5,14,0
M,0.25,5000,0,0,2,0
M,0.85,5000,0,5,2,0
M,0.4,5000,1346,0,0,1
M,0.26,5000,0,5,0,0
M,0,5000,1396,1,1,0
M,1,5000,0,7,1,0
M,0.01,5000,0,0,2,1
M,1.01,5000,274,0,0,1
M,0.8,5000,0,4,4,0
M,0,5000,0,0,1,0
M,0.21,5000,0,0,0,0
M,0,5000,0,0,1,0
M,1.06,5000,0,1,8,0
M,0.01,5000,0,0,1,0
M,0,5000,0,0,15,0
M,0.97,5000,0,1,3,0
M,0.62,5000,0,1,0,0
M,1.08,5000,0,5,0,0
M,0.04,5000,0,0,0,0
M,0.02,5000,0,1,0,0
M,0.04,5000,0,0,0,0
M,0.09,5000,1722,0,3,0
M,0,5000,0,0,1,0
M,0.93,5000,2352,5,0,0
M,0,5000,0,0,0,0
M,1,5000,0,7,1,0
M,0,5000,0,0,0,1
M,0.11,5000,0,1,0,1
M,0.02,5000,5757,1,1,1
M,0.05,5000,0,0,0,0
M,0.99,5000,2178,0,7,0
M,0.03,5000,3782,0,0,0
M,1.01,5000,0,3,0,0
M,0.34,5000,0,0,1,0
M,0.97,5000,1910,0,2,0
M,0.3,5000,0,7,8,1
M,0.32,5000,0,0,3,0
M,0.02,5000,0,0,3,0
M,0,5000,0,0,1,0
M,0.34,5000,0,0,1,0
M,0.48,5000,0,0,1,0
M,1.02,5000,0,4,0,0
M,0,5000,0,0,3,0
M,0.39,5000,0,2,1,0
M,0.93,5000,0,0,2,0
M,0.97,5000,0,3,2,0
M,0.02,5000,0,0,1,0
M,1,5000,0,0,2,0
M,0.03,5000,0,0,3,0
M,0.23,5000,0,0,3,0
M,0.02,5000,0,0,2,0
M,0,5000,0,0,2,0
M,0,5000,0,0,1,0
M,0.46,5000,0,0,8,0
M,0.99,5000,1198,0,20,0
M,0.89,5000,0,3,1,0
M,0.21,5000,0,0,0,0
M,1,5000,0,0,22,0
M,0.99,5000,0,1,3,0
M,0,5000,0,0,0,1
M,1.03,5000,0,5,2,1
M,0.78,5000,0,0,1,0
M,0.6,5000,0,0,3,0
M,0.19,5000,0,0,7,0
M,0.11,5000,0,0,3,0
M,1,5000,0,3,6,1
M,1,5000,0,1,20,0
M,0,5000,0,0,1,0
M,0,5000,0,0,3,0
M,0.12,5000,0,1,1,0
M,0.83,5000,0,1,2,0
M,1.02,5000,0,0,2,0
M,0.98,5000,0,2,1,0
M,0.94,5000,0,5,0,1
M,0.06,5000,0,0,1,0
M,1,5000,0,2,5,0
M,0.51,5000,0,6,0,0
M,0,5000,0,0,4,1
M,0,5000,0,3,0,1
M,1.62,5000,0,7,4,0
M,0.2,5000,0,0,1,0
M,0.01,5000,0,0,1,0
M,1.04,5000,0,8,5,0
M,0.07,5000,0,0,1,0
M,0.83,5000,0,0,12,1
M,0.15,5000,0,0,5,0
M,0.99,5000,0,1,8,0
M,0.73,5000,0,0,0,0
M,0,5000,0,0,1,0
M,0.32,5000,0,0,1,0
M,0.03,5000,0,0,2,0
M,0.54,5000,0,0,0,0
M,0.14,5000,1062,0,0,0
M,0.13,5000,0,1,0,0
M,0.26,5000,0,1,0,0
M,0,5000,0,3,0,0
M,1,5000,0,0,8,1
M,0.11,5000,3939,0,5,0
M,0.28,5000,0,3,0,0
M,1.49,5000,0,0,9,1
M,0.28,5000,0,3,0,0
M,0.88,5000,0,0,0,0
M,0,5000,0,0,2,1
M,1.28,5000,0,0,26,0
M,0.6,5000,0,0,0,0
M,0.01,5000,1993,0,1,0
M,0.63,5000,0,3,3,0
M,0.02,5000,0,6,1,1
M,1.34,5000,923,3,2,0
M,1.02,5000,0,0,0,0
M,0,5000,0,0,2,0
M,1.01,5000,870,2,1,0
M,0.9,5000,3410,0,4,0
M,0.99,5000,0,2,0,1
M,1.03,5000,0,1,5,0
M,0.26,5000,0,0,0,1
M,1.02,5000,1460,0,2,0
M,1,5000,0,0,4,0
M,1.08,5000,0,0,5,0
M,0,5000,0,0,0,0
M,0.4,5000,0,2,0,0
M,0.01,5000,0,0,1,0
M,0.96,5000,0,0,1,0
M,0.71,5000,0,2,11,0
M,0.61,5000,0,0,4,0
M,0.18,5000,2263,6,0,1
M,1.01,5000,0,0,7,0
M,0,5000,4234,1,0,0
M,1.5,5000,0,2,10,0
M,0.01,5000,0,0,0,0
M,0.36,5000,0,0,0,0
M,1,5000,0,0,16,0
M,0.43,5000,802,0,5,0
M,0.97,5000,0,7,0,1
M,0,5000,0,0,0,1
M,0.04,5000,17158,0,2,0
M,0.9,5000,0,1,2,0
M,0.63,5000,6143,0,5,0
M,1,5000,0,1,10,0
M,0.64,5000,0,0,7,0
M,0.92,5000,0,0,0,0
M,0.06,5000,0,0,0,0
M,1,5000,0,2,7,0
M,0.17,5000,0,1,9,0
M,0.15,5000,2988,0,0,1
M,1,5000,0,0,3,0
M,0.49,5000,0,2,1,1
M,1,5000,1609,0,10,0
M,1,5000,2280,12,3,1
M,0.47,5000,2247,4,0,0
M,0.01,5000,0,0,2,1
M,1,5000,0,10,18,1
M,1.01,5000,1538,4,6,0
M,0.2,5000,0,1,3,0
M,0.92,5000,0,2,2,0
M,0.01,5000,0,0,2,1
M,1,5000,0,0,10,0
M,0.9,5000,0,7,3,1
M,0.85,5000,0,0,16,0
M,0.99,5000,0,4,9,1
M,1.02,5000,0,11,3,1
M,0.63,5000,0,0,2,0
M,0,5000,0,0,1,0
M,0.11,5000,0,1,7,0
M,0,5000,0,3,2,0
M,0.94,5000,0,0,0,0
M,0.08,5000,0,0,2,0
M,1.02,5000,0,1,0,0
M,1.03,5000,0,8,3,1
M,1.08,5000,0,1,4,0
M,0.89,5000,0,0,5,0
M,0.18,5000,0,0,3,0
M,0.67,5000,0,2,0,0
M,1.04,5000,0,2,0,1
M,0.64,5000,691,0,18,0
M,0,5000,0,0,5,0
M,0.14,5000,0,0,0,0
M,0.8,5000,0,5,3,1
M,0.03,5000,7224,0,2,1
M,0.91,5000,0,0,0,0
M,0.3,5000,0,0,0,0
M,1.01,5000,0,0,5,0
M,0.82,5000,0,4,24,0
M,0.42,5000,3175,0,7,0
M,1.03,5000,0,6,0,1
M,0.39,5000,0,0,5,0
M,0.01,5000,0,0,2,0
M,0.36,5000,0,0,6,0
M,1.01,5000,0,0,0,0
M,0.21,5000,0,0,9,1
M,0.91,5000,0,0,0,0
M,0.79,5000,0,0,0,0
M,1.1,5000,0,3,9,1
M,1.01,5000,0,2,5,0
M,1.02,5000,4875,0,2,0
M,1.03,5000,0,4,0,0
M,0.22,5000,0,4,1,0
M,1.13,5000,0,1,2,0
M,0.95,5000,0,1,6,0
M,0,5000,0,0,0,0
M,0.62,5000,0,0,0,0
M,0.86,5000,0,0,1,0
M,0.09,5000,0,0,0,0
M,0,5000,0,0,3,0
M,0.98,5000,3880,0,4,0
M,1.01,5000,0,0,2,0
M,0.15,5000,0,0,0,0
M,0.02,5000,0,0,3,0
M,1.14,5000,0,6,4,0
M,0.93,5000,0,6,0,1
M,0.99,5000,3598,16,12,0
M,0.65,5000,0,0,6,0
M,0.65,5000,0,1,1,0
M,0.36,5000,0,0,13,0
M,0,5000,0,0,0,1
M,0.85,5000,0,3,0,0
M,0.89,5000,0,0,1,0
M,0.16,5000,0,0,1,0
M,0.21,5000,0,0,5,1
M,0.39,5000,0,0,5,0
M,0.03,5000,0,0,6,0
M,1.01,5000,0,3,1,0
M,0.59,5000,0,0,1,0
M,0,5000,0,0,0,0
M,0.47,5000,0,5,3,0
M,0.98,5000,0,0,1,0
M,1.06,5000,0,0,16,0
M,1.04,5000,0,0,13,0
M,0.04,5000,850,0,2,0
M,0.7,5000,0,0,7,0
M,1.02,5000,0,1,2,1
M,1,5000,0,0,3,0
M,1.02,5000,0,2,14,1
M,0.6,5000,0,2,1,0
M,0,5000,0,0,5,1
M,0,5000,0,0,0,0
M,0.11,5000,0,1,7,0
M,0.86,5000,0,0,3,0
M,0.02,5000,2978,0,0,0
